# Id,y
1000,0
1001,0
1002,0
1003,0
1004,2
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,1
1018,2
1019,1
1020,0
1021,0
1022,0
1023,0
1024,2
1025,0
1026,0
1027,0
1028,1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,0
1042,2
1043,0
1044,0
1045,0
1046,1
1047,0
1048,2
1049,2
1050,0
1051,2
1052,1
1053,1
1054,1
1055,0
1056,0
1057,0
1058,2
1059,2
1060,0
1061,2
1062,0
1063,0
1064,0
1065,2
1066,0
1067,0
1068,2
1069,0
1070,0
1071,2
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,1
1089,0
1090,0
1091,2
1092,0
1093,0
1094,2
1095,0
1096,2
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,0
1105,1
1106,1
1107,2
1108,0
1109,0
1110,0
1111,1
1112,1
1113,0
1114,0
1115,0
1116,2
1117,0
1118,1
1119,2
1120,0
1121,1
1122,1
1123,2
1124,0
1125,1
1126,1
1127,1
1128,1
1129,1
1130,2
1131,0
1132,1
1133,0
1134,0
1135,0
1136,2
1137,0
1138,2
1139,1
1140,2
1141,0
1142,1
1143,1
1144,0
1145,0
1146,0
1147,0
1148,1
1149,1
1150,0
1151,0
1152,0
1153,0
1154,2
1155,2
1156,2
1157,2
1158,2
1159,0
1160,1
1161,0
1162,0
1163,0
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,0
1172,2
1173,0
1174,0
1175,2
1176,2
1177,0
1178,0
1179,0
1180,0
1181,2
1182,2
1183,0
1184,2
1185,1
1186,0
1187,0
1188,2
1189,1
1190,0
1191,1
1192,0
1193,1
1194,0
1195,0
1196,0
1197,0
1198,2
1199,0
1200,1
1201,1
1202,0
1203,0
1204,0
1205,1
1206,2
1207,0
1208,2
1209,0
1210,0
1211,2
1212,0
1213,0
1214,1
1215,2
1216,0
1217,0
1218,0
1219,2
1220,2
1221,1
1222,0
1223,0
1224,0
1225,0
1226,0
1227,2
1228,0
1229,0
1230,0
1231,0
1232,2
1233,1
1234,0
1235,1
1236,2
1237,1
1238,2
1239,0
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,1
1247,2
1248,2
1249,0
1250,1
1251,0
1252,0
1253,1
1254,0
1255,2
1256,1
1257,0
1258,1
1259,0
1260,1
1261,2
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,1
1269,0
1270,1
1271,0
1272,2
1273,0
1274,2
1275,0
1276,1
1277,2
1278,0
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,2
1289,0
1290,2
1291,1
1292,0
1293,0
1294,0
1295,1
1296,2
1297,1
1298,0
1299,1
1300,1
1301,0
1302,1
1303,1
1304,2
1305,0
1306,0
1307,0
1308,0
1309,2
1310,0
1311,1
1312,2
1313,0
1314,0
1315,0
1316,0
1317,2
1318,2
1319,2
1320,1
1321,2
1322,0
1323,0
1324,0
1325,1
1326,0
1327,1
1328,0
1329,2
1330,0
1331,0
1332,0
1333,2
1334,0
1335,2
